alpha_VSP1,alpha_VSP2,omega_VSP1,omega_VSP2,u_BT,u_VSP1,u_VSP2,Absolute Time
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.628074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.638074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.648073
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.658074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.668074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.678074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.688077
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.698074
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.708072
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.718076
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.728075
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.738078
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.748079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.758078
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.768077
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.778079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.788077
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.798078
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.808081
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.818078
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.828075
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.838078
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.848079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.858079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.868082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.878079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.888080
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.898079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.908079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.918079
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.928082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.938081
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.948082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.958081
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.968081
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.978082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.988085
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631516.998082
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.008081
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.018083
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.028080
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.038083
3.141593,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,3568631517.048084
